ONET_SOC_CODE,ELEMENT_ID,ELEMENT_NAME,SCALE_ID,CATEGORY,DATA_VALUE,N,STANDARD_ERROR,LOWER_CI_BOUND,UPPER_CI_BOUND,RECOMMEND_SUPPRESS,DATE,DOMAIN_SOURCE
39-9011.01,3.A.3,On-the-Job Training,OJ,6.0,4.0,25,,,,,08/2023,Occupational Expert
39-9011.01,3.A.3,On-the-Job Training,OJ,7.0,4.0,25,,,,,08/2023,Occupational Expert
39-9011.01,3.A.3,On-the-Job Training,OJ,8.0,0.0,25,,,,,08/2023,Occupational Expert
39-9011.01,3.A.3,On-the-Job Training,OJ,9.0,0.0,25,,,,,08/2023,Occupational Expert
39-9011.01,3.A.4.a,Apprenticeship,IM,,1.72,25,,,,,08/2023,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,1.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,2.0,14.29,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,3.0,57.14,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,4.0,4.76,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,5.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,6.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,7.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,8.0,4.76,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,9.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,10.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,11.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.1,Required Level of Education,RL,12.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,2.D.4.a,Job-Related Professional Certification,IM,,4.43,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,1.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,2.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,3.0,14.29,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,4.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,5.0,33.33,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,6.0,14.29,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,7.0,4.76,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,8.0,4.76,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,9.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,10.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.1,Related Work Experience,RW,11.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,1.0,19.05,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,2.0,42.86,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,3.0,14.29,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,4.0,4.76,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,5.0,19.05,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,6.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,1.0,14.29,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,2.0,47.62,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,3.0,19.05,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,4.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,5.0,9.52,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,6.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,7.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,21,,,,,08/2021,Occupational Expert
39-9031.00,3.A.4.a,Apprenticeship,IM,,2.71,21,,,,,08/2021,Occupational Expert
39-9032.00,2.D.1,Required Level of Education,RL,1.0,0.65,27,0.6782,0.0742,5.3933,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,2.0,25.48,27,10.8471,9.5597,52.5272,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,3.0,3.22,27,2.5789,0.603,15.4227,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,4.0,0.45,27,0.469,0.0527,3.7376,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,5.0,8.1,27,6.8211,1.3209,36.702,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,6.0,61.96,27,11.6881,37.0174,81.8646,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,7.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,8.0,0.14,27,0.1509,0.0164,1.2384,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,9.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,10.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,11.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,2.D.1,Required Level of Education,RL,12.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,1.0,4.26,27,2.749,1.0981,15.1027,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,2.0,6.45,27,5.9799,0.8896,34.596,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,3.0,0.45,27,0.469,0.0527,3.7376,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,4.0,6.45,27,5.9799,0.8896,34.596,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,5.0,22.53,27,13.7872,5.4248,59.5962,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,6.0,14.7,27,7.9683,4.4566,38.8857,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,7.0,29.84,27,15.8744,8.2119,66.8979,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,8.0,15.19,27,13.6451,1.9916,61.2358,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,9.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,10.0,0.14,27,0.1509,0.0164,1.2384,N,07/2017,Incumbent
39-9032.00,3.A.1,Related Work Experience,RW,11.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,1.0,4.79,27,2.993,1.2872,16.2404,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,2.0,35.81,27,13.749,14.0246,65.6062,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,3.0,29.65,27,12.8118,10.6525,59.8317,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,4.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,5.0,22.53,27,9.5299,8.6479,47.1848,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,6.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,7.0,7.08,27,6.4884,0.9953,36.6408,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.14,27,0.1509,0.0164,1.2384,N,07/2017,Incumbent
39-9032.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,1.0,11.21,27,7.0363,2.8651,35.0624,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,2.0,18.65,27,12.9851,3.7996,57.1097,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,3.0,33.94,27,13.7492,12.7109,64.4384,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,4.0,12.89,27,11.9598,1.6311,56.9186,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,5.0,8.49,27,6.7877,1.5147,35.8598,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,6.0,7.6,27,6.8226,1.1029,37.7384,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,7.0,7.08,27,6.4884,0.9953,36.6408,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,8.0,0.14,27,0.1509,0.0164,1.2384,N,07/2017,Incumbent
39-9032.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,27,0.0,,,N,07/2017,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,1.0,7.32,29,7.1198,0.9136,40.3871,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,2.0,1.45,29,1.4746,0.1769,10.8691,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,3.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,4.0,50.25,29,15.4344,22.192,78.1567,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,5.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,6.0,31.29,29,13.4433,11.227,62.108,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,7.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,8.0,3.35,29,1.9525,0.9948,10.6534,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,9.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,10.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,11.0,6.34,29,6.3041,0.7641,37.3227,N,08/2019,Incumbent
39-9041.00,2.D.1,Required Level of Education,RL,12.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,2.D.4.a,Job-Related Professional Certification,IM,,1.9,29,0.2793,1.3326,2.4768,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,1.0,55.66,29,14.8147,26.8524,81.1096,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,2.0,10.25,29,7.3769,2.1598,37.1209,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,3.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,4.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,5.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,6.0,32.97,29,13.5776,12.2606,63.3897,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,7.0,1.12,29,0.9155,0.2077,5.8034,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,8.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,9.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,10.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.1,Related Work Experience,RW,11.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,1.0,9.09,29,7.2732,1.6225,37.7554,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,2.0,50.89,29,15.3961,22.6864,78.5447,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,3.0,32.71,29,14.3429,11.3416,64.8722,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,4.0,0.69,29,0.7173,0.083,5.5605,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,5.0,6.61,29,6.3201,0.862,36.5603,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,6.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,1.0,5.77,29,4.0592,1.3079,22.0356,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,2.0,47.69,29,15.5955,20.2108,76.638,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,3.0,31.72,29,14.3195,10.7096,64.2842,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,4.0,7.32,29,7.1198,0.9136,40.3871,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,5.0,7.23,29,6.3751,1.0996,35.3235,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,6.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,7.0,0.27,29,0.2799,0.0318,2.2368,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,8.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,29,0.0,,,N,08/2019,Incumbent
39-9041.00,3.A.4.a,Apprenticeship,IM,,1.89,29,0.3808,1.1052,2.6654,N,08/2019,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,1.0,14.08,30,9.9507,2.956,46.8457,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,2.0,51.67,30,11.26,29.8309,72.8896,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,3.0,8.92,30,6.9127,1.6895,35.8194,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,4.0,6.05,30,4.2689,1.3687,23.0259,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,5.0,18.86,30,13.0394,3.909,57.0423,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,6.0,0.42,30,0.4395,0.0493,3.4875,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,7.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,8.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,9.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,10.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,11.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.1,Required Level of Education,RL,12.0,0.0,30,0.0,,,N,08/2018,Incumbent
41-1011.00,2.D.4.a,Job-Related Professional Certification,IM,,2.12,22,0.4329,1.2187,3.0191,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,1.0,18.73,29,14.8409,3.031,62.9382,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,2.0,0.0,29,0.0,,,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,3.0,0.78,29,0.8061,0.0924,6.2392,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,4.0,0.48,29,0.4993,0.0563,3.9494,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,5.0,17.02,29,11.8251,3.5597,53.2672,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,6.0,3.64,29,2.0127,1.1543,10.9024,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,7.0,20.64,29,13.6515,4.5037,58.9147,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,8.0,35.95,29,16.5961,11.3678,71.0736,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,9.0,1.53,29,1.1159,0.3417,6.6083,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,10.0,0.75,29,0.7713,0.0902,5.9402,N,08/2018,Incumbent
41-1011.00,3.A.1,Related Work Experience,RW,11.0,0.48,29,0.4993,0.0563,3.9494,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,1.0,19.51,29,13.6695,3.9138,59.0466,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,2.0,8.84,29,6.3863,1.8754,32.9624,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,3.0,19.2,29,13.2944,3.9455,57.8914,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,4.0,18.68,29,14.8627,3.0031,63.0239,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,5.0,31.57,29,16.3895,8.8878,68.5787,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,6.0,0.48,29,0.4965,0.057,3.9046,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.0,29,0.0,,,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,8.0,1.72,29,1.1302,0.4444,6.4379,N,08/2018,Incumbent
41-1011.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,29,0.0,,,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,1.0,0.48,29,0.4971,0.0569,3.9136,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,2.0,10.56,29,7.5001,2.2699,37.5205,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,3.0,36.81,29,16.5114,11.9779,71.3748,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,4.0,9.14,29,6.5205,1.9762,33.4377,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,5.0,40.8,29,14.9304,16.2709,70.9738,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,6.0,0.48,29,0.4993,0.0563,3.9494,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,7.0,0.48,29,0.4965,0.057,3.9046,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,8.0,1.24,29,0.9651,0.251,5.9255,N,08/2018,Incumbent
41-1011.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,29,0.0,,,N,08/2018,Incumbent
41-1011.00,3.A.4.a,Apprenticeship,IM,,1.4,22,0.1908,1.0009,1.7944,N,08/2018,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,1.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,2.0,16.0,27,10.9113,3.4677,50.263,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,3.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,4.0,16.49,27,9.5004,4.5638,44.9147,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,5.0,9.58,27,9.0755,1.2134,47.7293,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,6.0,44.97,27,11.132,24.481,67.3221,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,7.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,8.0,12.96,27,8.7549,2.931,42.3322,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,9.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,10.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,11.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.1,Required Level of Education,RL,12.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,2.D.4.a,Job-Related Professional Certification,IM,,2.31,27,0.3461,1.5962,3.0191,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,1.0,12.6,27,9.3227,2.4662,45.101,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,2.0,10.87,27,10.304,1.352,52.0485,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,3.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,4.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,5.0,7.09,27,5.1198,1.5193,27.3847,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,6.0,6.32,27,4.9563,1.1914,27.3847,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,7.0,8.62,27,5.9916,1.9347,31.0614,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,8.0,15.84,27,10.7482,3.4615,49.6788,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,9.0,36.14,27,10.8899,17.6639,59.8825,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,10.0,1.9,27,1.9462,0.2271,14.1886,N,08/2020,Incumbent
41-1012.00,3.A.1,Related Work Experience,RW,11.0,0.64,27,0.664,0.0735,5.265,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,1.0,17.01,27,9.453,4.9209,44.8074,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,2.0,19.17,27,11.8276,4.7044,53.2455,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,3.0,13.79,27,9.6225,2.9385,45.7846,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,4.0,8.81,27,5.4392,2.3445,27.982,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,5.0,33.38,27,11.6085,14.6254,59.4323,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,6.0,7.41,27,5.5845,1.4776,29.9012,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,7.0,0.36,27,0.3508,0.0481,2.63,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,8.0,0.09,27,0.0919,0.0102,0.7518,N,08/2020,Incumbent
41-1012.00,3.A.2,On-Site or In-Plant Training,PT,9.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,1.0,0.89,27,0.9303,0.1044,7.2363,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,2.0,11.68,27,10.2922,1.6729,50.6925,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,3.0,18.25,27,9.0075,6.06,43.5722,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,4.0,28.19,27,10.3167,12.1045,52.8105,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,5.0,21.58,27,11.0421,6.7148,51.2728,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,6.0,8.83,27,6.2192,1.9391,32.1587,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,7.0,8.59,27,8.2674,1.0667,45.0101,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,8.0,1.99,27,1.9545,0.2586,13.7332,N,08/2020,Incumbent
41-1012.00,3.A.3,On-the-Job Training,OJ,9.0,0.0,27,0.0,,,N,08/2020,Incumbent
41-1012.00,3.A.4.a,Apprenticeship,IM,,2.11,27,0.3149,1.4652,2.7596,N,08/2020,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,1.0,37.34,21,15.1881,13.333,69.7703,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,2.0,44.32,21,17.0803,15.8131,77.126,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,3.0,9.17,21,8.6853,1.135,47.0489,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,4.0,9.17,21,8.0974,1.3126,43.4046,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,5.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,6.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,7.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,8.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,9.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,10.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,11.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.1,Required Level of Education,RL,12.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,2.D.4.a,Job-Related Professional Certification,IM,,1.29,21,0.1707,1.0,1.6435,N,08/2024,Incumbent
41-2011.00,3.A.1,Related Work Experience,RW,1.0,41.58,21,9.0182,24.7027,60.6908,N,08/2024,Incumbent
41-2011.00,3.A.1,Related Work Experience,RW,2.0,2.42,21,1.8638,0.4754,11.4019,N,08/2024,Incumbent
41-2011.00,3.A.1,Related Work Experience,RW,3.0,11.6,21,8.0433,2.4935,40.2565,N,08/2024,Incumbent
41-2011.00,3.A.1,Related Work Experience,RW,4.0,0.0,21,0.0,,,N,08/2024,Incumbent
41-2011.00,3.A.1,Related Work Experience,RW,5.0,17.27,21,10.4237,4.3611,48.8812,N,08/2024,Incumbent
